ko_id,pathway_id,pathway_name
K20454,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K19820,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K19826,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K20169,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K20158,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K20170,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K15359,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K19185,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K19187,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K19188,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K19189,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K19190,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760]
K00606,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K00077,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K24263,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K00867,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K09680,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K03525,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K01947,map00780,Biotin metabolism [PATH:ko00780]
K01947,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K06982,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K01922,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K21977,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K01598,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K13038,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K02318,map03029,Mitochondrial biogenesis [BR:ko03029]
K02318,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K00954,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K02201,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K00859,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K09735,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K06133,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K08682,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K08069,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K24264,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770]
K02169,map00780,Biotin metabolism [PATH:ko00780]
K02170,map00780,Biotin metabolism [PATH:ko00780]
K09789,map00780,Biotin metabolism [PATH:ko00780]
K16593,map00780,Biotin metabolism [PATH:ko00780]
K16593,map00199,Cytochrome P450 [BR:ko00199]
K01906,map00780,Biotin metabolism [PATH:ko00780]
K00652,map00780,Biotin metabolism [PATH:ko00780]
K00652,map01007,Amino acid related enzymes [BR:ko01007]
K00833,map00780,Biotin metabolism [PATH:ko00780]
K00833,map01007,Amino acid related enzymes [BR:ko01007]
K19562,map00780,Biotin metabolism [PATH:ko00780]
K19563,map00780,Biotin metabolism [PATH:ko00780]
K01935,map00780,Biotin metabolism [PATH:ko00780]
K01012,map00780,Biotin metabolism [PATH:ko00780]
K01942,map00780,Biotin metabolism [PATH:ko00780]
K03524,map00780,Biotin metabolism [PATH:ko00780]
K03524,map03000,Transcription factors [BR:ko03000]
K08351,map00780,Biotin metabolism [PATH:ko00780]
K08351,map02000,Transporters [BR:ko02000]
K03801,map00785,Lipoic acid metabolism [PATH:ko00785]
K23734,map00785,Lipoic acid metabolism [PATH:ko00785]
K23735,map00785,Lipoic acid metabolism [PATH:ko00785]
K03644,map00785,Lipoic acid metabolism [PATH:ko00785]
K09711,map00785,Lipoic acid metabolism [PATH:ko00785]
K24689,map00785,Lipoic acid metabolism [PATH:ko00785]
K10105,map00785,Lipoic acid metabolism [PATH:ko00785]
K16869,map00785,Lipoic acid metabolism [PATH:ko00785]
K23750,map00785,Lipoic acid metabolism [PATH:ko00785]
K03800,map00785,Lipoic acid metabolism [PATH:ko00785]
K01495,map00790,Folate biosynthesis [PATH:ko00790]
K09007,map00790,Folate biosynthesis [PATH:ko00790]
K22391,map00790,Folate biosynthesis [PATH:ko00790]
K01113,map02020,Two-component system [PATH:ko02020]
K01113,map00790,Folate biosynthesis [PATH:ko00790]
K08310,map00790,Folate biosynthesis [PATH:ko00790]
K13939,map00790,Folate biosynthesis [PATH:ko00790]
K13940,map00790,Folate biosynthesis [PATH:ko00790]
K01633,map00790,Folate biosynthesis [PATH:ko00790]
K00950,map00790,Folate biosynthesis [PATH:ko00790]
K00796,map00790,Folate biosynthesis [PATH:ko00790]
K13941,map00790,Folate biosynthesis [PATH:ko00790]
K24102,map00790,Folate biosynthesis [PATH:ko00790]
K18974,map00790,Folate biosynthesis [PATH:ko00790]
K18974,map01504,Antimicrobial resistance genes [BR:ko01504]
K18824,map00790,Folate biosynthesis [PATH:ko00790]
K18824,map01504,Antimicrobial resistance genes [BR:ko01504]
K00287,map00670,One carbon pool by folate [PATH:ko00670]
K00287,map00790,Folate biosynthesis [PATH:ko00790]
K00287,map04981,Folate transport and metabolism [PATH:ko04981]
K00287,map01523,Antifolate resistance [PATH:ko01523]
K18590,map00670,One carbon pool by folate [PATH:ko00670]
K18590,map00790,Folate biosynthesis [PATH:ko00790]
K18590,map01504,Antimicrobial resistance genes [BR:ko01504]
K19645,map00670,One carbon pool by folate [PATH:ko00670]
K19645,map00790,Folate biosynthesis [PATH:ko00790]
K19645,map01504,Antimicrobial resistance genes [BR:ko01504]
K01930,map04981,Folate transport and metabolism [PATH:ko04981]
K01930,map00790,Folate biosynthesis [PATH:ko00790]
K01930,map01523,Antifolate resistance [PATH:ko01523]
K11754,map00790,Folate biosynthesis [PATH:ko00790]
K22099,map00790,Folate biosynthesis [PATH:ko00790]
K20457,map00790,Folate biosynthesis [PATH:ko00790]
K01307,map00790,Folate biosynthesis [PATH:ko00790]
K01307,map01002,Peptidases and inhibitors [BR:ko01002]
K01307,map01523,Antifolate resistance [PATH:ko01523]
K22101,map00790,Folate biosynthesis [PATH:ko00790]
K01664,map00790,Folate biosynthesis [PATH:ko00790]
K01665,map00790,Folate biosynthesis [PATH:ko00790]
K13950,map00790,Folate biosynthesis [PATH:ko00790]
K03342,map00790,Folate biosynthesis [PATH:ko00790]
K03342,map01007,Amino acid related enzymes [BR:ko01007]
K02619,map00790,Folate biosynthesis [PATH:ko00790]
K18482,map00790,Folate biosynthesis [PATH:ko00790]
K07589,map00790,Folate biosynthesis [PATH:ko00790]
K13938,map00670,One carbon pool by folate [PATH:ko00670]
K13938,map00790,Folate biosynthesis [PATH:ko00790]
K01737,map03016,Transfer RNA biogenesis [BR:ko03016]
K01737,map00790,Folate biosynthesis [PATH:ko00790]
K00072,map00790,Folate biosynthesis [PATH:ko00790]
K00072,map04147,Exosome [BR:ko04147]
K00357,map00790,Folate biosynthesis [PATH:ko00790]
K01724,map00790,Folate biosynthesis [PATH:ko00790]
K01724,map04147,Exosome [BR:ko04147]
K03793,map00790,Folate biosynthesis [PATH:ko00790]
K17745,map00790,Folate biosynthesis [PATH:ko00790]
K10026,map03016,Transfer RNA biogenesis [BR:ko03016]
K10026,map00790,Folate biosynthesis [PATH:ko00790]
K06920,map03016,Transfer RNA biogenesis [BR:ko03016]
K06920,map00790,Folate biosynthesis [PATH:ko00790]
K06879,map03016,Transfer RNA biogenesis [BR:ko03016]
K06879,map00790,Folate biosynthesis [PATH:ko00790]
K09457,map03016,Transfer RNA biogenesis [BR:ko03016]
K09457,map00790,Folate biosynthesis [PATH:ko00790]
K17488,map00790,Folate biosynthesis [PATH:ko00790]
K09739,map00790,Folate biosynthesis [PATH:ko00790]
K07142,map00790,Folate biosynthesis [PATH:ko00790]
K06984,map00790,Folate biosynthesis [PATH:ko00790]
K06897,map00790,Folate biosynthesis [PATH:ko00790]
K17364,map00790,Folate biosynthesis [PATH:ko00790]
K18853,map00790,Folate biosynthesis [PATH:ko00790]
K15740,map00790,Folate biosynthesis [PATH:ko00790]
K03639,map04122,Sulfur relay system [PATH:ko04122]
K03639,map00790,Folate biosynthesis [PATH:ko00790]
K03637,map04122,Sulfur relay system [PATH:ko04122]
K03637,map00790,Folate biosynthesis [PATH:ko00790]
K20967,map00790,Folate biosynthesis [PATH:ko00790]
K03635,map04122,Sulfur relay system [PATH:ko04122]
K03635,map00790,Folate biosynthesis [PATH:ko00790]
K21142,map04122,Sulfur relay system [PATH:ko04122]
K21142,map00790,Folate biosynthesis [PATH:ko00790]
K03831,map04122,Sulfur relay system [PATH:ko04122]
K03831,map00790,Folate biosynthesis [PATH:ko00790]
K03638,map04122,Sulfur relay system [PATH:ko04122]
K03638,map00790,Folate biosynthesis [PATH:ko00790]
K03750,map00790,Folate biosynthesis [PATH:ko00790]
K15376,map04727,GABAergic synapse [PATH:ko04727]
K15376,map00790,Folate biosynthesis [PATH:ko00790]
K07141,map00790,Folate biosynthesis [PATH:ko00790]
K03752,map00790,Folate biosynthesis [PATH:ko00790]
K13818,map00790,Folate biosynthesis [PATH:ko00790]
K15631,map00790,Folate biosynthesis [PATH:ko00790]
K00288,map00670,One carbon pool by folate [PATH:ko00670]
K00288,map04981,Folate transport and metabolism [PATH:ko04981]
K00288,map04147,Exosome [BR:ko04147]
K00295,map00670,One carbon pool by folate [PATH:ko00670]
K00289,map00670,One carbon pool by folate [PATH:ko00670]
K01934,map00670,One carbon pool by folate [PATH:ko00670]
K01934,map04981,Folate transport and metabolism [PATH:ko04981]
K11147,map04146,Peroxisome [PATH:ko04146]
K11147,map00830,Retinol metabolism [PATH:ko00830]
K11149,map00830,Retinol metabolism [PATH:ko00830]
K11150,map00830,Retinol metabolism [PATH:ko00830]
K11152,map00830,Retinol metabolism [PATH:ko00830]
K11153,map00830,Retinol metabolism [PATH:ko00830]
K11161,map00830,Retinol metabolism [PATH:ko00830]
K11154,map00830,Retinol metabolism [PATH:ko00830]
K15734,map00830,Retinol metabolism [PATH:ko00830]
K00061,map00830,Retinol metabolism [PATH:ko00830]
K07249,map00830,Retinol metabolism [PATH:ko00830]
K07423,map00199,Cytochrome P450 [BR:ko00199]
K07423,map00830,Retinol metabolism [PATH:ko00830]
K09516,map00830,Retinol metabolism [PATH:ko00830]
K01885,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970]
K01885,map01007,Amino acid related enzymes [BR:ko01007]
K01885,map02048,Prokaryotic defense system [BR:ko02048]
K01885,map00860,Porphyrin metabolism [PATH:ko00860]
K01885,map03016,Transfer RNA biogenesis [BR:ko03016]
K14163,map00860,Porphyrin metabolism [PATH:ko00860]
K14163,map03016,Transfer RNA biogenesis [BR:ko03016]
K14163,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970]
K14163,map01007,Amino acid related enzymes [BR:ko01007]
K02492,map00860,Porphyrin metabolism [PATH:ko00860]
K01845,map00860,Porphyrin metabolism [PATH:ko00860]
K01845,map01007,Amino acid related enzymes [BR:ko01007]
K01698,map00860,Porphyrin metabolism [PATH:ko00860]
K01698,map04147,Exosome [BR:ko04147]
K01749,map00860,Porphyrin metabolism [PATH:ko00860]
K01719,map00860,Porphyrin metabolism [PATH:ko00860]
K01599,map00860,Porphyrin metabolism [PATH:ko00860]
K00228,map00860,Porphyrin metabolism [PATH:ko00860]
K02495,map00860,Porphyrin metabolism [PATH:ko00860]
K00230,map00860,Porphyrin metabolism [PATH:ko00860]
K00231,map00860,Porphyrin metabolism [PATH:ko00860]
K08973,map00860,Porphyrin metabolism [PATH:ko00860]
K01772,map00860,Porphyrin metabolism [PATH:ko00860]
K00435,map00860,Porphyrin metabolism [PATH:ko00860]
K13542,map00860,Porphyrin metabolism [PATH:ko00860]
K13543,map00860,Porphyrin metabolism [PATH:ko00860]
K02496,map00860,Porphyrin metabolism [PATH:ko00860]
K02302,map00860,Porphyrin metabolism [PATH:ko00860]
K02303,map00860,Porphyrin metabolism [PATH:ko00860]
K00589,map00860,Porphyrin metabolism [PATH:ko00860]
K02304,map00860,Porphyrin metabolism [PATH:ko00860]
K03794,map00860,Porphyrin metabolism [PATH:ko00860]
K22225,map00860,Porphyrin metabolism [PATH:ko00860]
K22226,map00860,Porphyrin metabolism [PATH:ko00860]
K22227,map00860,Porphyrin metabolism [PATH:ko00860]
K03795,map00860,Porphyrin metabolism [PATH:ko00860]
K03394,map00860,Porphyrin metabolism [PATH:ko00860]
K13540,map00860,Porphyrin metabolism [PATH:ko00860]
K02229,map00860,Porphyrin metabolism [PATH:ko00860]
K05934,map00860,Porphyrin metabolism [PATH:ko00860]
K13541,map00860,Porphyrin metabolism [PATH:ko00860]
K21479,map00860,Porphyrin metabolism [PATH:ko00860]
K05936,map00860,Porphyrin metabolism [PATH:ko00860]
K02189,map00860,Porphyrin metabolism [PATH:ko00860]
K02228,map00860,Porphyrin metabolism [PATH:ko00860]
K05895,map00860,Porphyrin metabolism [PATH:ko00860]
K02188,map00860,Porphyrin metabolism [PATH:ko00860]
K00595,map00860,Porphyrin metabolism [PATH:ko00860]
K02191,map00860,Porphyrin metabolism [PATH:ko00860]
K03399,map00860,Porphyrin metabolism [PATH:ko00860]
K06042,map00860,Porphyrin metabolism [PATH:ko00860]
K02224,map00860,Porphyrin metabolism [PATH:ko00860]
K02230,map00860,Porphyrin metabolism [PATH:ko00860]
K09882,map00860,Porphyrin metabolism [PATH:ko00860]
K09883,map00860,Porphyrin metabolism [PATH:ko00860]
K13786,map00860,Porphyrin metabolism [PATH:ko00860]
K00798,map00860,Porphyrin metabolism [PATH:ko00860]
K00798,map04980,Cobalamin transport and metabolism [PATH:ko04980]
K19221,map00860,Porphyrin metabolism [PATH:ko00860]
K02232,map00860,Porphyrin metabolism [PATH:ko00860]
K02227,map00860,Porphyrin metabolism [PATH:ko00860]
K02225,map00860,Porphyrin metabolism [PATH:ko00860]
K08260,map00860,Porphyrin metabolism [PATH:ko00860]
K02231,map00860,Porphyrin metabolism [PATH:ko00860]
K19712,map00860,Porphyrin metabolism [PATH:ko00860]
K02233,map00860,Porphyrin metabolism [PATH:ko00860]
K00768,map00860,Porphyrin metabolism [PATH:ko00860]
K02226,map00860,Porphyrin metabolism [PATH:ko00860]
K22316,map00860,Porphyrin metabolism [PATH:ko00860]
K22316,map03032,DNA replication proteins [BR:ko03032]
K22316,map03030,DNA replication [PATH:ko03030]
K16651,map00860,Porphyrin metabolism [PATH:ko00860]
K04720,map00860,Porphyrin metabolism [PATH:ko00860]
K04032,map00860,Porphyrin metabolism [PATH:ko00860]
K03403,map00860,Porphyrin metabolism [PATH:ko00860]
K03404,map00860,Porphyrin metabolism [PATH:ko00860]
K03405,map00860,Porphyrin metabolism [PATH:ko00860]
K03428,map00860,Porphyrin metabolism [PATH:ko00860]
K04034,map00860,Porphyrin metabolism [PATH:ko00860]
K04035,map00860,Porphyrin metabolism [PATH:ko00860]
K19073,map00860,Porphyrin metabolism [PATH:ko00860]
K00218,map00860,Porphyrin metabolism [PATH:ko00860]
K04037,map00860,Porphyrin metabolism [PATH:ko00860]
K04038,map00860,Porphyrin metabolism [PATH:ko00860]
K04039,map00860,Porphyrin metabolism [PATH:ko00860]
K04040,map00860,Porphyrin metabolism [PATH:ko00860]
K04040,map01006,Prenyltransferases [BR:ko01006]
K13606,map00860,Porphyrin metabolism [PATH:ko00860]
K18010,map00860,Porphyrin metabolism [PATH:ko00860]
K11333,map00860,Porphyrin metabolism [PATH:ko00860]
K11334,map00860,Porphyrin metabolism [PATH:ko00860]
K11335,map00860,Porphyrin metabolism [PATH:ko00860]
K11336,map00860,Porphyrin metabolism [PATH:ko00860]
K11337,map00860,Porphyrin metabolism [PATH:ko00860]
K10960,map00860,Porphyrin metabolism [PATH:ko00860]
K10960,map00900,Terpenoid backbone biosynthesis [PATH:ko00900]
K13602,map00860,Porphyrin metabolism [PATH:ko00860]
K13601,map00860,Porphyrin metabolism [PATH:ko00860]
K21312,map00860,Porphyrin metabolism [PATH:ko00860]
K07215,map00860,Porphyrin metabolism [PATH:ko00860]
K07226,map00860,Porphyrin metabolism [PATH:ko00860]
K00510,map04066,HIF-1 signaling pathway [PATH:ko04066]
K00510,map05206,MicroRNAs in cancer [PATH:ko05206]
K00510,map04216,Ferroptosis [PATH:ko04216]
K00510,map04978,Mineral absorption [PATH:ko04978]
K00510,map00860,Porphyrin metabolism [PATH:ko00860]
K00510,map05418,Fluid shear stress and atherosclerosis [PATH:ko05418]
K00510,map05200,Pathways in cancer [PATH:ko05200]
K00510,map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208]
K00510,map05225,Hepatocellular carcinoma [PATH:ko05225]
K21480,map00860,Porphyrin metabolism [PATH:ko00860]
K00214,map00860,Porphyrin metabolism [PATH:ko00860]
K23825,map00860,Porphyrin metabolism [PATH:ko00860]
K08100,map00860,Porphyrin metabolism [PATH:ko00860]
K05371,map00860,Porphyrin metabolism [PATH:ko00860]
K01764,map00860,Porphyrin metabolism [PATH:ko00860]
K19054,map00860,Porphyrin metabolism [PATH:ko00860]
K19054,map03029,Mitochondrial biogenesis [BR:ko03029]
K00522,map04147,Exosome [BR:ko04147]
K00522,map04216,Ferroptosis [PATH:ko04216]
K00522,map04978,Mineral absorption [PATH:ko04978]
K00522,map00860,Porphyrin metabolism [PATH:ko00860]
K00522,map04217,Necroptosis [PATH:ko04217]
K03594,map00860,Porphyrin metabolism [PATH:ko00860]
K22336,map00860,Porphyrin metabolism [PATH:ko00860]
K22552,map00860,Porphyrin metabolism [PATH:ko00860]
K00487,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K00487,map00199,Cytochrome P450 [BR:ko00199]
K00487,map00941,Flavonoid biosynthesis [PATH:ko00941]
K00487,map00940,Phenylpropanoid biosynthesis [PATH:ko00940]
K00487,map00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]"
K01904,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K01904,map00940,Phenylpropanoid biosynthesis [PATH:ko00940]
K01075,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K01075,map00362,Benzoate degradation [PATH:ko00362]
K03181,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K03179,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K03179,map01006,Prenyltransferases [BR:ko01006]
K03182,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K18800,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K24844,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K24844,map01002,Peptidases and inhibitors [BR:ko01002]
K24845,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K24845,map01002,Peptidases and inhibitors [BR:ko01002]
K24843,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K00568,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K03185,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K03183,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K03184,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K06125,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K06125,map01006,Prenyltransferases [BR:ko01006]
K06126,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K00591,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K18586,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K06127,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K06134,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K01851,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K01851,map01053,Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]
K02552,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
K02552,map01053,Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]
K02361,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
