biosample_id,pathway_id,pathway_name,n_metag_kos,n_metat_kos,n_shared_kos
nmdc:bsm-11-3p2mnz08,map99992,Structural proteins,42,37,36
nmdc:bsm-11-3p2mnz08,map99993,Cell motility,6,5,3
nmdc:bsm-11-3p2mnz08,map99994,Others,24,22,21
nmdc:bsm-11-3p2mnz08,map99995,Signaling proteins,30,27,26
nmdc:bsm-11-3p2mnz08,map99996,General function prediction only,73,65,64
nmdc:bsm-11-3p2mnz08,map99997,Function unknown,265,232,228
nmdc:bsm-11-3p2mnz08,map99998,Others,4,4,4
nmdc:bsm-11-3p2mnz08,map99999,Others,7,6,6
nmdc:bsm-11-622k6044,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],80,75,73
nmdc:bsm-11-622k6044,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],53,56,52
nmdc:bsm-11-622k6044,map00030,Pentose phosphate pathway [PATH:ko00030],63,55,55
nmdc:bsm-11-622k6044,map00040,Pentose and glucuronate interconversions [PATH:ko00040],68,63,60
nmdc:bsm-11-622k6044,map00051,Fructose and mannose metabolism [PATH:ko00051],81,74,68
nmdc:bsm-11-622k6044,map00052,Galactose metabolism [PATH:ko00052],39,39,35
nmdc:bsm-11-622k6044,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],39,43,35
nmdc:bsm-11-622k6044,map00061,Fatty acid biosynthesis [PATH:ko00061],30,31,29
nmdc:bsm-11-622k6044,map00062,Fatty acid elongation [PATH:ko00062],9,14,9
nmdc:bsm-11-622k6044,map00071,Fatty acid degradation [PATH:ko00071],35,41,34
nmdc:bsm-11-622k6044,map00073,"Cutin, suberine and wax biosynthesis [PATH:ko00073]",2,4,2
nmdc:bsm-11-622k6044,map00074,Mycolic acid biosynthesis [PATH:ko00074],16,15,15
nmdc:bsm-11-622k6044,map00100,Steroid biosynthesis [PATH:ko00100],20,20,19
nmdc:bsm-11-622k6044,map00120,Primary bile acid biosynthesis [PATH:ko00120],5,5,4
nmdc:bsm-11-622k6044,map00121,Secondary bile acid biosynthesis [PATH:ko00121],3,3,3
nmdc:bsm-11-622k6044,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],49,45,44
nmdc:bsm-11-622k6044,map00140,Steroid hormone biosynthesis [PATH:ko00140],6,8,5
nmdc:bsm-11-622k6044,map00190,Oxidative phosphorylation [PATH:ko00190],141,165,135
nmdc:bsm-11-622k6044,map00194,Photosynthesis proteins [BR:ko00194],17,22,16
nmdc:bsm-11-622k6044,map00195,Photosynthesis [PATH:ko00195],14,18,13
nmdc:bsm-11-622k6044,map00196,Photosynthesis - antenna proteins [PATH:ko00196],1,2,1
nmdc:bsm-11-622k6044,map00199,Cytochrome P450 [BR:ko00199],37,40,26
nmdc:bsm-11-622k6044,map00220,Arginine biosynthesis [PATH:ko00220],51,51,48
nmdc:bsm-11-622k6044,map00230,Purine metabolism [PATH:ko00230],136,145,125
nmdc:bsm-11-622k6044,map00232,Caffeine metabolism [PATH:ko00232],4,3,3
nmdc:bsm-11-622k6044,map00240,Pyrimidine metabolism [PATH:ko00240],85,78,71
nmdc:bsm-11-622k6044,map00250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250]",52,50,49
nmdc:bsm-11-622k6044,map00253,Tetracycline biosynthesis [PATH:ko00253],10,8,7
nmdc:bsm-11-622k6044,map00254,Aflatoxin biosynthesis [PATH:ko00254],3,2,2
nmdc:bsm-11-622k6044,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",88,86,85
nmdc:bsm-11-622k6044,map00261,Monobactam biosynthesis [PATH:ko00261],16,16,15
nmdc:bsm-11-622k6044,map00270,Cysteine and methionine metabolism [PATH:ko00270],91,86,83
nmdc:bsm-11-622k6044,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",55,57,54
nmdc:bsm-11-622k6044,map00290,"Valine, leucine and isoleucine biosynthesis [PATH:ko00290]",16,16,16
nmdc:bsm-11-622k6044,map00300,Lysine biosynthesis [PATH:ko00300],38,35,33
nmdc:bsm-11-622k6044,map00310,Lysine degradation [PATH:ko00310],47,51,45
nmdc:bsm-11-622k6044,map00311,Penicillin and cephalosporin biosynthesis [PATH:ko00311],8,6,6
nmdc:bsm-11-622k6044,map00330,Arginine and proline metabolism [PATH:ko00330],71,71,66
nmdc:bsm-11-622k6044,map00331,Clavulanic acid biosynthesis [PATH:ko00331],2,1,1
nmdc:bsm-11-622k6044,map00332,Carbapenem biosynthesis [PATH:ko00332],2,3,2
nmdc:bsm-11-622k6044,map00333,Prodigiosin biosynthesis [PATH:ko00333],8,8,6
nmdc:bsm-11-622k6044,map00340,Histidine metabolism [PATH:ko00340],39,39,38
nmdc:bsm-11-622k6044,map00350,Tyrosine metabolism [PATH:ko00350],51,52,50
nmdc:bsm-11-622k6044,map00360,Phenylalanine metabolism [PATH:ko00360],53,48,48
nmdc:bsm-11-622k6044,map00361,Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],22,15,15
nmdc:bsm-11-622k6044,map00362,Benzoate degradation [PATH:ko00362],89,76,75
nmdc:bsm-11-622k6044,map00363,Bisphenol degradation [PATH:ko00363],2,2,2
nmdc:bsm-11-622k6044,map00364,Fluorobenzoate degradation [PATH:ko00364],10,10,10
nmdc:bsm-11-622k6044,map00365,Furfural degradation [PATH:ko00365],8,7,7
nmdc:bsm-11-622k6044,map00380,Tryptophan metabolism [PATH:ko00380],44,45,40
nmdc:bsm-11-622k6044,map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",56,49,48
nmdc:bsm-11-622k6044,map00401,Novobiocin biosynthesis [PATH:ko00401],15,15,14
nmdc:bsm-11-622k6044,map00403,Indole diterpene alkaloid biosynthesis [PATH:ko00403],0,0,0
nmdc:bsm-11-622k6044,map00404,Staurosporine biosynthesis [PATH:ko00404],6,4,3
nmdc:bsm-11-622k6044,map00405,Phenazine biosynthesis [PATH:ko00405],6,4,4
nmdc:bsm-11-622k6044,map00410,beta-Alanine metabolism [PATH:ko00410],36,34,33
nmdc:bsm-11-622k6044,map00430,Taurine and hypotaurine metabolism [PATH:ko00430],18,18,18
nmdc:bsm-11-622k6044,map00440,Phosphonate and phosphinate metabolism [PATH:ko00440],21,17,17
nmdc:bsm-11-622k6044,map00450,Selenocompound metabolism [PATH:ko00450],21,23,21
nmdc:bsm-11-622k6044,map00460,Cyanoamino acid metabolism [PATH:ko00460],13,11,11
nmdc:bsm-11-622k6044,map00470,D-Amino acid metabolism [PATH:ko00470],39,34,34
nmdc:bsm-11-622k6044,map00480,Glutathione metabolism [PATH:ko00480],33,40,33
nmdc:bsm-11-622k6044,map00500,Starch and sucrose metabolism [PATH:ko00500],69,72,62
nmdc:bsm-11-622k6044,map00510,N-Glycan biosynthesis [PATH:ko00510],22,31,21
nmdc:bsm-11-622k6044,map00511,Other glycan degradation [PATH:ko00511],13,14,13
nmdc:bsm-11-622k6044,map00512,Mucin type O-glycan biosynthesis [PATH:ko00512],0,1,0
nmdc:bsm-11-622k6044,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],20,24,16
nmdc:bsm-11-622k6044,map00514,Other types of O-glycan biosynthesis [PATH:ko00514],5,6,3
nmdc:bsm-11-622k6044,map00515,Mannose type O-glycan biosynthesis [PATH:ko00515],1,3,1
nmdc:bsm-11-622k6044,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],82,74,72
nmdc:bsm-11-622k6044,map00521,Streptomycin biosynthesis [PATH:ko00521],13,12,12
nmdc:bsm-11-622k6044,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",1,0,0
nmdc:bsm-11-622k6044,map00523,Polyketide sugar unit biosynthesis [PATH:ko00523],22,12,12
nmdc:bsm-11-622k6044,map00524,"Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]",3,3,3
nmdc:bsm-11-622k6044,map00525,Acarbose and validamycin biosynthesis [PATH:ko00525],11,9,7
nmdc:bsm-11-622k6044,map00531,Glycosaminoglycan degradation [PATH:ko00531],11,12,11
nmdc:bsm-11-622k6044,map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532],2,2,1
nmdc:bsm-11-622k6044,map00533,Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533],0,1,0
nmdc:bsm-11-622k6044,map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534],1,2,1
nmdc:bsm-11-622k6044,map00535,Proteoglycans [BR:ko00535],2,4,1
nmdc:bsm-11-622k6044,map00536,Glycosaminoglycan binding proteins [BR:ko00536],13,26,12
nmdc:bsm-11-622k6044,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537],8,14,8
nmdc:bsm-11-622k6044,map00540,Lipopolysaccharide biosynthesis [PATH:ko00540],28,22,22
nmdc:bsm-11-622k6044,map00541,Biosynthesis of various nucleotide sugars [PATH:ko00541],80,67,65
nmdc:bsm-11-622k6044,map00542,O-Antigen repeat unit biosynthesis [PATH:ko00542],6,2,2
nmdc:bsm-11-622k6044,map00543,Exopolysaccharide biosynthesis [PATH:ko00543],38,26,26
nmdc:bsm-11-622k6044,map00550,Peptidoglycan biosynthesis [PATH:ko00550],35,32,32
nmdc:bsm-11-622k6044,map00552,Teichoic acid biosynthesis [PATH:ko00552],18,13,12
nmdc:bsm-11-622k6044,map00561,Glycerolipid metabolism [PATH:ko00561],48,54,44
nmdc:bsm-11-622k6044,map00562,Inositol phosphate metabolism [PATH:ko00562],42,47,37
nmdc:bsm-11-622k6044,map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563],16,22,15
nmdc:bsm-11-622k6044,map00564,Glycerophospholipid metabolism [PATH:ko00564],69,82,62
nmdc:bsm-11-622k6044,map00565,Ether lipid metabolism [PATH:ko00565],15,18,13
nmdc:bsm-11-622k6044,map00571,Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571],14,14,14
nmdc:bsm-11-622k6044,map00572,Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572],12,9,9
nmdc:bsm-11-622k6044,map00590,Arachidonic acid metabolism [PATH:ko00590],13,22,11
nmdc:bsm-11-622k6044,map00591,Linoleic acid metabolism [PATH:ko00591],7,10,7
nmdc:bsm-11-622k6044,map00592,alpha-Linolenic acid metabolism [PATH:ko00592],12,12,10
nmdc:bsm-11-622k6044,map00600,Sphingolipid metabolism [PATH:ko00600],24,32,24
nmdc:bsm-11-622k6044,map00601,Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601],1,1,0
nmdc:bsm-11-622k6044,map00603,Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603],4,3,3
nmdc:bsm-11-622k6044,map00604,Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604],2,3,2
nmdc:bsm-11-622k6044,map00620,Pyruvate metabolism [PATH:ko00620],100,97,94
nmdc:bsm-11-622k6044,map00621,Dioxin degradation [PATH:ko00621],16,14,13
nmdc:bsm-11-622k6044,map00622,Xylene degradation [PATH:ko00622],29,26,25
nmdc:bsm-11-622k6044,map00623,Toluene degradation [PATH:ko00623],23,19,18
nmdc:bsm-11-622k6044,map00624,Polycyclic aromatic hydrocarbon degradation [PATH:ko00624],25,15,14
nmdc:bsm-11-622k6044,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],16,20,15
nmdc:bsm-11-622k6044,map00626,Naphthalene degradation [PATH:ko00626],14,11,11
nmdc:bsm-11-622k6044,map00627,Aminobenzoate degradation [PATH:ko00627],62,52,52
nmdc:bsm-11-622k6044,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],86,86,84
nmdc:bsm-11-622k6044,map00633,Nitrotoluene degradation [PATH:ko00633],16,14,14
nmdc:bsm-11-622k6044,map00640,Propanoate metabolism [PATH:ko00640],75,66,66
nmdc:bsm-11-622k6044,map00642,Ethylbenzene degradation [PATH:ko00642],8,6,6
nmdc:bsm-11-622k6044,map00643,Styrene degradation [PATH:ko00643],17,16,16
nmdc:bsm-11-622k6044,map00650,Butanoate metabolism [PATH:ko00650],88,82,82
nmdc:bsm-11-622k6044,map00660,C5-Branched dibasic acid metabolism [PATH:ko00660],21,22,21
nmdc:bsm-11-622k6044,map00670,One carbon pool by folate [PATH:ko00670],43,43,42
nmdc:bsm-11-622k6044,map00680,Methane metabolism [PATH:ko00680],133,115,113
nmdc:bsm-11-622k6044,map00710,Carbon fixation by Calvin cycle [PATH:ko00710],30,31,30
nmdc:bsm-11-622k6044,map00720,Other carbon fixation pathways [PATH:ko00720],78,68,68
nmdc:bsm-11-622k6044,map00730,Thiamine metabolism [PATH:ko00730],30,26,24
nmdc:bsm-11-622k6044,map00740,Riboflavin metabolism [PATH:ko00740],30,32,29
nmdc:bsm-11-622k6044,map00750,Vitamin B6 metabolism [PATH:ko00750],19,16,15
nmdc:bsm-11-622k6044,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760],56,60,52
nmdc:bsm-11-622k6044,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770],37,33,32
nmdc:bsm-11-622k6044,map00780,Biotin metabolism [PATH:ko00780],17,17,17
nmdc:bsm-11-622k6044,map00785,Lipoic acid metabolism [PATH:ko00785],26,23,23
nmdc:bsm-11-622k6044,map00790,Folate biosynthesis [PATH:ko00790],54,50,44
nmdc:bsm-11-622k6044,map00791,Atrazine degradation [PATH:ko00791],10,11,10
nmdc:bsm-11-622k6044,map00830,Retinol metabolism [PATH:ko00830],8,11,7
nmdc:bsm-11-622k6044,map00860,Porphyrin metabolism [PATH:ko00860],77,72,67
nmdc:bsm-11-622k6044,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],41,39,35
nmdc:bsm-11-622k6044,map00901,Indole alkaloid biosynthesis [PATH:ko00901],1,1,1
nmdc:bsm-11-622k6044,map00902,Monoterpenoid biosynthesis [PATH:ko00902],1,1,1
nmdc:bsm-11-622k6044,map00903,Limonene degradation [PATH:ko00903],5,5,5
nmdc:bsm-11-622k6044,map00904,Diterpenoid biosynthesis [PATH:ko00904],0,0,0
nmdc:bsm-11-622k6044,map00905,Brassinosteroid biosynthesis [PATH:ko00905],0,0,0
nmdc:bsm-11-622k6044,map00906,Carotenoid biosynthesis [PATH:ko00906],25,16,15
nmdc:bsm-11-622k6044,map00907,"Pinene, camphor and geraniol degradation [PATH:ko00907]",18,14,14
nmdc:bsm-11-622k6044,map00908,Zeatin biosynthesis [PATH:ko00908],2,2,2
nmdc:bsm-11-622k6044,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],7,6,5
nmdc:bsm-11-622k6044,map00910,Nitrogen metabolism [PATH:ko00910],45,46,40
nmdc:bsm-11-622k6044,map00920,Sulfur metabolism [PATH:ko00920],82,78,77
nmdc:bsm-11-622k6044,map00930,Caprolactam degradation [PATH:ko00930],17,15,15
nmdc:bsm-11-622k6044,map00940,Phenylpropanoid biosynthesis [PATH:ko00940],5,8,5
nmdc:bsm-11-622k6044,map00941,Flavonoid biosynthesis [PATH:ko00941],2,2,2
nmdc:bsm-11-622k6044,map00942,Anthocyanin biosynthesis [PATH:ko00942],0,0,0
nmdc:bsm-11-622k6044,map00943,Isoflavonoid biosynthesis [PATH:ko00943],1,1,1
nmdc:bsm-11-622k6044,map00944,Flavone and flavonol biosynthesis [PATH:ko00944],1,1,1
nmdc:bsm-11-622k6044,map00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]",1,1,1
nmdc:bsm-11-622k6044,map00946,Degradation of flavonoids [PATH:ko00946],3,3,3
nmdc:bsm-11-622k6044,map00950,Isoquinoline alkaloid biosynthesis [PATH:ko00950],13,13,13
nmdc:bsm-11-622k6044,map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]",15,15,15
nmdc:bsm-11-622k6044,map00965,Betalain biosynthesis [PATH:ko00965],3,3,3
nmdc:bsm-11-622k6044,map00966,Glucosinolate biosynthesis [PATH:ko00966],2,2,2
nmdc:bsm-11-622k6044,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],37,37,35
nmdc:bsm-11-622k6044,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],9,11,8
nmdc:bsm-11-622k6044,map00981,Insect hormone biosynthesis [PATH:ko00981],2,4,1
nmdc:bsm-11-622k6044,map00982,Drug metabolism - cytochrome P450 [PATH:ko00982],8,10,8
nmdc:bsm-11-622k6044,map00983,Drug metabolism - other enzymes [PATH:ko00983],25,25,23
nmdc:bsm-11-622k6044,map00984,Steroid degradation [PATH:ko00984],15,15,15
nmdc:bsm-11-622k6044,map00996,Biosynthesis of various alkaloids [PATH:ko00996],1,1,1
nmdc:bsm-11-622k6044,map00997,Biosynthesis of various other secondary metabolites [PATH:ko00997],11,11,10
nmdc:bsm-11-622k6044,map00998,Biosynthesis of various antibiotics [PATH:ko00998],10,8,7
nmdc:bsm-11-622k6044,map00999,Biosynthesis of various plant secondary metabolites [PATH:ko00999],7,7,7
nmdc:bsm-11-622k6044,map01001,Protein kinases [BR:ko01001],187,245,162
nmdc:bsm-11-622k6044,map01002,Peptidases and inhibitors [BR:ko01002],280,358,258
nmdc:bsm-11-622k6044,map01003,Glycosyltransferases [BR:ko01003],136,117,104
nmdc:bsm-11-622k6044,map01004,Lipid biosynthesis proteins [BR:ko01004],93,89,76
nmdc:bsm-11-622k6044,map01005,Lipopolysaccharide biosynthesis proteins [BR:ko01005],76,58,57
nmdc:bsm-11-622k6044,map01006,Prenyltransferases [BR:ko01006],28,26,25
nmdc:bsm-11-622k6044,map01007,Amino acid related enzymes [BR:ko01007],89,90,87
nmdc:bsm-11-622k6044,map01008,Polyketide biosynthesis proteins [BR:ko01008],164,119,109
nmdc:bsm-11-622k6044,map01009,Protein phosphatases and associated proteins [BR:ko01009],81,119,76
nmdc:bsm-11-622k6044,map01011,Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],67,57,57
nmdc:bsm-11-622k6044,map01040,Biosynthesis of unsaturated fatty acids [PATH:ko01040],17,19,16
nmdc:bsm-11-622k6044,map01051,Biosynthesis of ansamycins [PATH:ko01051],16,11,10
nmdc:bsm-11-622k6044,map01052,Type I polyketide structures [PATH:ko01052],28,16,14
nmdc:bsm-11-622k6044,map01053,Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],26,17,17
nmdc:bsm-11-622k6044,map01054,Nonribosomal peptide structures [PATH:ko01054],20,18,16
nmdc:bsm-11-622k6044,map01055,Biosynthesis of vancomycin group antibiotics [PATH:ko01055],17,12,12
nmdc:bsm-11-622k6044,map01056,Biosynthesis of type II polyketide backbone [PATH:ko01056],5,4,4
nmdc:bsm-11-622k6044,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],14,11,8
nmdc:bsm-11-622k6044,map01059,Biosynthesis of enediyne antibiotics [PATH:ko01059],27,23,21
nmdc:bsm-11-622k6044,map01501,beta-Lactam resistance [PATH:ko01501],28,28,28
nmdc:bsm-11-622k6044,map01502,Vancomycin resistance [PATH:ko01502],17,14,14
nmdc:bsm-11-622k6044,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503],29,20,20
nmdc:bsm-11-622k6044,map01504,Antimicrobial resistance genes [BR:ko01504],96,65,62
nmdc:bsm-11-622k6044,map01521,EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],8,17,8
nmdc:bsm-11-622k6044,map01522,Endocrine resistance [PATH:ko01522],6,20,6
nmdc:bsm-11-622k6044,map01523,Antifolate resistance [PATH:ko01523],7,8,7
nmdc:bsm-11-622k6044,map01524,Platinum drug resistance [PATH:ko01524],14,21,14
nmdc:bsm-11-622k6044,map02000,Transporters [BR:ko02000],923,867,769
nmdc:bsm-11-622k6044,map02010,ABC transporters [PATH:ko02010],338,285,277
nmdc:bsm-11-622k6044,map02020,Two-component system [PATH:ko02020],333,291,282
nmdc:bsm-11-622k6044,map02022,Two-component system [BR:ko02022],199,174,168
nmdc:bsm-11-622k6044,map02024,Quorum sensing [PATH:ko02024],142,126,120
nmdc:bsm-11-622k6044,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],73,65,64
nmdc:bsm-11-622k6044,map02026,Biofilm formation - Escherichia coli [PATH:ko02026],38,34,33
nmdc:bsm-11-622k6044,map02030,Bacterial chemotaxis [PATH:ko02030],22,22,22
nmdc:bsm-11-622k6044,map02035,Bacterial motility proteins [BR:ko02035],111,106,105
nmdc:bsm-11-622k6044,map02040,Flagellar assembly [PATH:ko02040],46,44,44
nmdc:bsm-11-622k6044,map02042,Bacterial toxins [BR:ko02042],15,12,10
nmdc:bsm-11-622k6044,map02044,Secretion system [BR:ko02044],237,197,186
nmdc:bsm-11-622k6044,map02048,Prokaryotic defense system [BR:ko02048],117,99,97
nmdc:bsm-11-622k6044,map02060,Phosphotransferase system (PTS) [PATH:ko02060],23,17,11
nmdc:bsm-11-622k6044,map03000,Transcription factors [BR:ko03000],328,347,274
nmdc:bsm-11-622k6044,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],61,64,60
nmdc:bsm-11-622k6044,map03009,Ribosome biogenesis [BR:ko03009],260,262,240
nmdc:bsm-11-622k6044,map03010,Ribosome [PATH:ko03010],116,135,116
nmdc:bsm-11-622k6044,map03011,Ribosome [BR:ko03011],123,152,123
nmdc:bsm-11-622k6044,map03012,Translation factors [BR:ko03012],79,81,76
nmdc:bsm-11-622k6044,map03013,Nucleocytoplasmic transport [PATH:ko03013],52,65,51
nmdc:bsm-11-622k6044,map03015,mRNA surveillance pathway [PATH:ko03015],43,51,43
nmdc:bsm-11-622k6044,map03016,Transfer RNA biogenesis [BR:ko03016],196,187,170
nmdc:bsm-11-622k6044,map03018,RNA degradation [PATH:ko03018],53,66,51
nmdc:bsm-11-622k6044,map03019,Messenger RNA biogenesis [BR:ko03019],192,251,188
nmdc:bsm-11-622k6044,map03020,RNA polymerase [PATH:ko03020],34,39,31
nmdc:bsm-11-622k6044,map03021,Transcription machinery [BR:ko03021],174,203,159
nmdc:bsm-11-622k6044,map03022,Basal transcription factors [PATH:ko03022],25,31,24
nmdc:bsm-11-622k6044,map03029,Mitochondrial biogenesis [BR:ko03029],172,223,161
nmdc:bsm-11-622k6044,map03030,DNA replication [PATH:ko03030],50,45,42
nmdc:bsm-11-622k6044,map03032,DNA replication proteins [BR:ko03032],116,110,98
nmdc:bsm-11-622k6044,map03036,Chromosome and associated proteins [BR:ko03036],346,405,302
nmdc:bsm-11-622k6044,map03037,Cilium and associated proteins [BR:ko03037],27,69,23
nmdc:bsm-11-622k6044,map03040,Spliceosome [PATH:ko03040],77,97,76
nmdc:bsm-11-622k6044,map03041,Spliceosome [BR:ko03041],135,182,129
nmdc:bsm-11-622k6044,map03050,Proteasome [PATH:ko03050],35,42,35
nmdc:bsm-11-622k6044,map03051,Proteasome [BR:ko03051],51,62,49
nmdc:bsm-11-622k6044,map03060,Protein export [PATH:ko03060],35,42,35
nmdc:bsm-11-622k6044,map03070,Bacterial secretion system [PATH:ko03070],60,55,54
nmdc:bsm-11-622k6044,map03082,ATP-dependent chromatin remodeling [PATH:ko03082],29,40,28
nmdc:bsm-11-622k6044,map03083,Polycomb repressive complex [PATH:ko03083],12,16,10
nmdc:bsm-11-622k6044,map03110,Chaperones and folding catalysts [BR:ko03110],132,156,122
nmdc:bsm-11-622k6044,map03200,Viral proteins [BR:ko03200],4,2,1
nmdc:bsm-11-622k6044,map03250,Viral life cycle - HIV-1 [PATH:ko03250],15,21,15
nmdc:bsm-11-622k6044,map03258,Virion - Bacteriophage lambda [PATH:ko03258],3,1,1
nmdc:bsm-11-622k6044,map03264,Virion - Flavivirus and Alphavirus [PATH:ko03264],1,1,1
nmdc:bsm-11-622k6044,map03265,"Virion - Ebolavirus, Lyssavirus and Morbillivirus [PATH:ko03265]",1,2,1
nmdc:bsm-11-622k6044,map03266,Virion - Herpesvirus [PATH:ko03266],1,1,1
nmdc:bsm-11-622k6044,map03268,Virion - Orthopoxvirus [PATH:ko03268],0,0,0
nmdc:bsm-11-622k6044,map03271,Virion - Rotavirus [PATH:ko03271],0,1,0
nmdc:bsm-11-622k6044,map03272,Virion - Hepatitis viruses [PATH:ko03272],5,11,5
nmdc:bsm-11-622k6044,map03273,Virion - Lassa virus and SFTS virus [PATH:ko03273],1,1,1
nmdc:bsm-11-622k6044,map03310,Nuclear receptors [BR:ko03310],0,5,0
nmdc:bsm-11-622k6044,map03320,PPAR signaling pathway [PATH:ko03320],15,20,14
nmdc:bsm-11-622k6044,map03400,DNA repair and recombination proteins [BR:ko03400],251,272,223
nmdc:bsm-11-622k6044,map03410,Base excision repair [PATH:ko03410],37,40,34
nmdc:bsm-11-622k6044,map03420,Nucleotide excision repair [PATH:ko03420],45,51,43
nmdc:bsm-11-622k6044,map03430,Mismatch repair [PATH:ko03430],37,37,34
nmdc:bsm-11-622k6044,map03440,Homologous recombination [PATH:ko03440],42,44,37
nmdc:bsm-11-622k6044,map03450,Non-homologous end-joining [PATH:ko03450],10,11,10
nmdc:bsm-11-622k6044,map03460,Fanconi anemia pathway [PATH:ko03460],22,24,19
nmdc:bsm-11-622k6044,map04010,MAPK signaling pathway [PATH:ko04010],17,49,16
nmdc:bsm-11-622k6044,map04011,MAPK signaling pathway - yeast [PATH:ko04011],48,58,46
nmdc:bsm-11-622k6044,map04012,ErbB signaling pathway [PATH:ko04012],7,20,7
nmdc:bsm-11-622k6044,map04013,MAPK signaling pathway - fly [PATH:ko04013],13,31,13
nmdc:bsm-11-622k6044,map04014,Ras signaling pathway [PATH:ko04014],20,42,20
nmdc:bsm-11-622k6044,map04015,Rap1 signaling pathway [PATH:ko04015],9,32,9
nmdc:bsm-11-622k6044,map04016,MAPK signaling pathway - plant [PATH:ko04016],7,12,6
nmdc:bsm-11-622k6044,map04020,Calcium signaling pathway [PATH:ko04020],11,33,11
nmdc:bsm-11-622k6044,map04022,cGMP-PKG signaling pathway [PATH:ko04022],12,29,11
nmdc:bsm-11-622k6044,map04024,cAMP signaling pathway [PATH:ko04024],13,38,12
nmdc:bsm-11-622k6044,map04030,G protein-coupled receptors [BR:ko04030],2,13,1
nmdc:bsm-11-622k6044,map04031,GTP-binding proteins [BR:ko04031],24,51,24
nmdc:bsm-11-622k6044,map04040,Ion channels [BR:ko04040],6,35,6
nmdc:bsm-11-622k6044,map04052,Cytokines and neuropeptides [BR:ko04052],2,4,2
nmdc:bsm-11-622k6044,map04054,Pattern recognition receptors [BR:ko04054],1,1,1
nmdc:bsm-11-622k6044,map04060,Cytokine-cytokine receptor interaction [PATH:ko04060],0,1,0
nmdc:bsm-11-622k6044,map04062,Chemokine signaling pathway [PATH:ko04062],11,30,11
nmdc:bsm-11-622k6044,map04064,NF-kappa B signaling pathway [PATH:ko04064],5,10,5
nmdc:bsm-11-622k6044,map04066,HIF-1 signaling pathway [PATH:ko04066],16,28,15
nmdc:bsm-11-622k6044,map04068,FoxO signaling pathway [PATH:ko04068],16,33,14
